case_id,window_size,target_index_1_based,target,prediction,confidence,latency_ms,response_exists,valid_json,schema_valid,exact_match,absolute_error,relative_error,signed_error,prime_valid_prediction,parse_error,response_sha256,evaluation_sha256
CASE-W008-000004,8,5910202,102739409,0,0,,True,True,True,False,102739409,1.0,-102739409,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,f79a39c68dfc2ba752c02df4c39bfbd8c45202f9834be0520f3c4b5e96a6e9c1
CASE-W008-000005,8,6534520,114290413,0,0,,True,True,True,False,114290413,1.0,-114290413,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,fd07a9d345003363de84fecbc94e7e1320e67e0edbf906f83ac2f1e0dede807b
CASE-W008-000006,8,7756674,137084093,0,0,,True,True,True,False,137084093,1.0,-137084093,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,4d204919d6cf6da4d0ea27fbb70b4b27e527dce87c098513718d239aedda3c0c
CASE-W008-000007,8,8846697,157585007,0,0,,True,True,True,False,157585007,1.0,-157585007,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,3467ecb3b98b31eb420c442026ca5831a863bd5748ea30749fd2cd1d0db7eb03
CASE-W008-000008,8,9360088,167293241,0,0,,True,True,True,False,167293241,1.0,-167293241,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,9df8d06fcc256b52653f53f65b4a1d5603b1942e7d44baeea75531a1d72e7986
CASE-W008-000009,8,9869526,176948207,0,0,,True,True,True,False,176948207,1.0,-176948207,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,8a4da6552ae94805b667a81b06846e8535235d1315f85672d48416224fa87dc7
CASE-W008-000010,8,10546098,189822491,0,0,,True,True,True,False,189822491,1.0,-189822491,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,bfd6e0c81ed83dddd78e5e52af765a5e81767efa6c0bd84794a2c31ad81de387
CASE-W008-000011,8,10892055,196426319,0,0,,True,True,True,False,196426319,1.0,-196426319,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,2ab5d31d666d85913a3c0830b62d0e26238c55a930e7d4ddae7e29b74f028c38
CASE-W008-000012,8,11889098,215513731,0,0,,True,True,True,False,215513731,1.0,-215513731,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,1491dafa6b947ce8d23f773517f86c9eb4d23353f694dc692c2ea3fd4a1071dd
CASE-W008-000013,8,12024465,218114179,0,0,,True,True,True,False,218114179,1.0,-218114179,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,f84c927ba274e6d9f60d5de9c93c19435b9e0aefb1983ad2850c2af496f65c56
CASE-W008-000014,8,12442547,226148891,0,0,,True,True,True,False,226148891,1.0,-226148891,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,438b2e8bb592e5e408d4d7a1b39fdd2c87344a78bf6b528a6e7c0666bb5a9f7b
CASE-W008-000015,8,13846822,253241873,0,0,,True,True,True,False,253241873,1.0,-253241873,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,d47a797dd4c7a37ad4ae703e29e4356ae00e03c134f91773155a45c77a06cb69
CASE-W008-000016,8,14414685,264241543,0,0,,True,True,True,False,264241543,1.0,-264241543,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,8601db791bfc94656361fac6e9fa7237a7343191d676895870dccf92bde29faa
CASE-W008-000017,8,14635532,268526171,0,0,,True,True,True,False,268526171,1.0,-268526171,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,02d64fb3f097c5a75edc78bce1cdc6c37f8950a03e3d831254786a8513d08e26
CASE-W008-000018,8,15060127,276773389,0,0,,True,True,True,False,276773389,1.0,-276773389,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,cc77f739703f175da262b3c279d2df423a6cd1d59238ded4bb25450cd61da002
CASE-W008-000019,8,16686295,308471363,0,0,,True,True,True,False,308471363,1.0,-308471363,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c1f6425af445cea1030b7de6c0acdd6747b7f3b909e1305f2bf357dccfa5d5c7
CASE-W008-000020,8,19023017,354320243,0,0,,True,True,True,False,354320243,1.0,-354320243,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,b0e92187e7332216970f66906bc25b376a2020bd82ef05ead12caf3cbb3bad72
CASE-W008-000021,8,20738421,388163599,0,0,,True,True,True,False,388163599,1.0,-388163599,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,e49784c75979f1a98918361e663dcc553bcd5fa6ddeea27f14c0156b96b5f0bd
CASE-W008-000022,8,21409851,401460991,0,0,,True,True,True,False,401460991,1.0,-401460991,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c52d3f758dca6800d27f5a22119ba0396641d0a6795e787bb61134ee1d33dfc7
CASE-W008-000023,8,21924855,411666707,0,0,,True,True,True,False,411666707,1.0,-411666707,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,cd9803877e0008a84a73f4b5d548a58a2c4965c392b0416ab62aaf9e4a219b77
CASE-W008-000024,8,22128027,415698259,0,0,,True,True,True,False,415698259,1.0,-415698259,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,02d4ba6abc64574540d430b510aee50d8bd84b99100e01a87701444e4a18fbaa
CASE-W008-000025,8,22498110,423049667,0,0,,True,True,True,False,423049667,1.0,-423049667,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,422c7607ecf947d3e16737a0c830bd05157b9060d76660d571b951e6b1996805
CASE-W008-000026,8,23236215,437724187,0,0,,True,True,True,False,437724187,1.0,-437724187,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,a0a7897ffe513f98b43bc0bbc9fd4e1cced7341a50f1f7f6a1f4757eef07a1d0
CASE-W008-000027,8,24901965,470922211,0,0,,True,True,True,False,470922211,1.0,-470922211,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,db79af2847c536a31f364ebde5648cd6af5a94b27fb2e5c0361c51e24f3ddb1c
CASE-W008-000028,8,26883842,510594407,0,0,,True,True,True,False,510594407,1.0,-510594407,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,29aae5086c5a938598990b68845d9601ad9cdc11994e87b748f9975f850b4669
CASE-W008-000029,8,27482185,522603469,0,0,,True,True,True,False,522603469,1.0,-522603469,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c2aba355ea37cc032c9c50b020dae96fbd979bcda40b8da7d95ffc7f7e19a1e1
CASE-W008-000030,8,28422123,541483487,0,0,,True,True,True,False,541483487,1.0,-541483487,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,f746e0fc1278dda73b711a7fe9b506bacb8778d672e0691ede01d0b61d9b68bf
CASE-W008-000031,8,29198207,557100959,0,0,,True,True,True,False,557100959,1.0,-557100959,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,cbde0a5634ace821b7a8f2c0f0a4de4e0588f0b7d8805f4329c6fa00e8b1b593
CASE-W008-000032,8,29361201,560382791,0,0,,True,True,True,False,560382791,1.0,-560382791,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,525bc0a697c213873f6969d1199e8462bdd4af2f969405e95a91114993734d67
CASE-W008-000033,8,29523066,563644117,0,0,,True,True,True,False,563644117,1.0,-563644117,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,cebc2f9c06ced70537888aafa758980d94e4364f2b321a3945c8d8b17baa9fb0
CASE-W008-000034,8,29688544,566980529,0,0,,True,True,True,False,566980529,1.0,-566980529,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,fe92f226056293f8cf81a6ec634ad7aa8fab09877603b1813b36801be501f9b4
CASE-W008-000035,8,32805326,629960843,0,0,,True,True,True,False,629960843,1.0,-629960843,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,0d160a82a45aff9c381c72a9517ccc72d42a191ac3cafcb21105f97cd3ad2c77
CASE-W008-000036,8,33669437,647484839,0,0,,True,True,True,False,647484839,1.0,-647484839,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,67bfe06f137e857475b55b3adb47e6951b13cb6be4ab9e60c84c0c72187698c2
CASE-W008-000037,8,34048941,655186381,0,0,,True,True,True,False,655186381,1.0,-655186381,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c795b9b2a85959dab3ec4cf9b20818a90fab00c254899ff95f59aac49aa23d3b
CASE-W008-000038,8,34344447,661181077,0,0,,True,True,True,False,661181077,1.0,-661181077,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,cc973a18517c17002618fc7980409ed7f90a04f90991143106f9c7fccd7c749f
CASE-W008-000039,8,35752531,689811923,0,0,,True,True,True,False,689811923,1.0,-689811923,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,02146741ec566e141160239c50c6ab38f2e4a071b7f3720502f075fd3978bfa9
CASE-W008-000040,8,35935401,693537539,0,0,,True,True,True,False,693537539,1.0,-693537539,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,3603bcd1e0ec76fdf812351acc10f4df4d6579666fec94fad87a715b17e58354
CASE-W008-000041,8,36412587,703250071,0,0,,True,True,True,False,703250071,1.0,-703250071,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,f40d96786a4d95b8b49b93a88f6159260fb463afa789bb4f6c16c0e807545327
CASE-W008-000042,8,37628799,728047241,0,0,,True,True,True,False,728047241,1.0,-728047241,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,3a025efafea1f2cdddf5458188cd57d1a2aae678de50e14376538457f4c7d102
CASE-W008-000043,8,37931875,734241751,0,0,,True,True,True,False,734241751,1.0,-734241751,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,50fc64943cc791842155477996c3d5a24bf976bf067b36dea37f898a399ee4d1
CASE-W008-000044,8,38363257,743044903,0,0,,True,True,True,False,743044903,1.0,-743044903,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,dd5e059cf628849b1bb54417a19e20da774c0d8eb8efe86c8b0919e1a3b03a48
CASE-W008-000045,8,40603336,788879573,0,0,,True,True,True,False,788879573,1.0,-788879573,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,423211414e4411f0890b85ae9f1aa1bc5a3fc51b3c6b0c764bb922635855b7ec
CASE-W008-000046,8,41464217,806514691,0,0,,True,True,True,False,806514691,1.0,-806514691,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,f64ca1e59d88e6963a4b5a4c065c95afd4e585e9f9d031b505883315aa47fdd2
CASE-W008-000047,8,41999116,817486013,0,0,,True,True,True,False,817486013,1.0,-817486013,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,9dd9de895c9a7037b223cc24bfd246a72663d25570f88fced4506d77b8d6d34a
CASE-W008-000048,8,42470390,827166167,0,0,,True,True,True,False,827166167,1.0,-827166167,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c7603c585852ab44e3564cb89c2c98157eb32be72266db8c6b8d98e8b8e9cf8b
CASE-W008-000049,8,42894704,835878467,0,0,,True,True,True,False,835878467,1.0,-835878467,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,4fd0dc1f90bee38349393c7b8aa3b389e58450d8308ab29567adf87eb54e4803
CASE-W008-000050,8,42927574,836554757,0,0,,True,True,True,False,836554757,1.0,-836554757,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,25e15bf13c13c1b53ed97c0014cd9bda37caadbdb0484ff1c1701384db0d1efa
CASE-W008-000051,8,44379798,866420693,0,0,,True,True,True,False,866420693,1.0,-866420693,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,afceb4544d8b83fdb145f92c9ce61ff22459ab2a4f43dad566816257cbd1deb5
CASE-W008-000052,8,45557600,890682281,0,0,,True,True,True,False,890682281,1.0,-890682281,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,bac0178adde0fdac13e5572af4417174a7809a2eed034899c06459dbab3e0ea2
CASE-W008-000053,8,46006709,899949571,0,0,,True,True,True,False,899949571,1.0,-899949571,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,964b134cca079732098ad6c71d307fcae467e838553066e34393829edce1d1b0
CASE-W008-000054,8,48086153,942866159,0,0,,True,True,True,False,942866159,1.0,-942866159,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c88ca38891f5b2027d041003f5d0de021aafc03701197069499a376399a1cd32
CASE-W008-000055,8,48852141,958695233,0,0,,True,True,True,False,958695233,1.0,-958695233,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,bf632a58bca4808d61dcff08ffca394990047fca0f47e2a9bf8dc33333aaf874
CASE-W008-000056,8,48924176,960182387,0,0,,True,True,True,False,960182387,1.0,-960182387,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,e0e99208cf860cd5cf38e2a3e3cdf65207b6992620d983e91c87e80468aa557c
CASE-W008-000057,8,49882927,980027077,0,0,,True,True,True,False,980027077,1.0,-980027077,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,4cc5f35ebca322e79edf9c38c6725a8af3d71686e5b5bbfda00aeb1f6a5d8217
CASE-W008-000058,8,50359239,989885947,0,0,,True,True,True,False,989885947,1.0,-989885947,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c1ae68ef8c1ee0ba46166a23d327d50b9818c29264138de5454ecf3b323fb1dd
CASE-W008-000059,8,50767813,998346383,0,0,,True,True,True,False,998346383,1.0,-998346383,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,bb76f7e4607d24b3445c626e5169be3387426eda7674267a88842b824e34cfa7
CASE-W008-000060,8,50847458,999998501,0,0,,True,True,True,False,999998501,1.0,-999998501,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,074d11cb184bb96dcc1dab1565c8010679e197174a6a0afa8784a072382fd532
CASE-W008-000061,8,51063438,1004477387,0,0,,True,True,True,False,1004477387,1.0,-1004477387,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,5c50cbfb3cebb6d7e7abf1ba443e6fe5451b5ead2be4ff3ec19b6b5ce9455aea
CASE-W008-000062,8,51275719,1008876809,0,0,,True,True,True,False,1008876809,1.0,-1008876809,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,97043c609d7528e1ee91da6c68d511dcfd90c948446b8d1627a82ee3813ac9d7
CASE-W008-000063,8,53265112,1050161191,0,0,,True,True,True,False,1050161191,1.0,-1050161191,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,6a968b48204c0643b7a0de8c38100abb02990d5fbc08f09bdf4824c140bfccb1
CASE-W008-000064,8,53701272,1059224857,0,0,,True,True,True,False,1059224857,1.0,-1059224857,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,7dcbca1fef22169dff8a3c2b6cb586ef16d9563d0360d65f8c43742fa80e2c91
CASE-W008-000065,8,53823626,1061771761,0,0,,True,True,True,False,1061771761,1.0,-1061771761,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,4ac9f74c0f646275113c48c8af2bbdcb4590404c4164eccc2dbb0b079777833f
CASE-W008-000066,8,54446131,1074699607,0,0,,True,True,True,False,1074699607,1.0,-1074699607,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,28048f25513a12b9a02be0c30fb5e721473a81aed4e8611fa0bae396088fdd15
CASE-W008-000067,8,57150027,1130996597,0,0,,True,True,True,False,1130996597,1.0,-1130996597,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,edf87db4ce114ed2de344cbcdb40dfc5a9040263bb83827d1d757a7e0573b727
CASE-W008-000068,8,60706737,1205277677,0,0,,True,True,True,False,1205277677,1.0,-1205277677,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,5a4db6ffef7df718a4bdf7d78f9c9049c415d67826c83773d428d829fca98570
CASE-W008-000069,8,61506383,1221996197,0,0,,True,True,True,False,1221996197,1.0,-1221996197,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,5a909242433e19bdc99da5c0ca3020b106792add7c3a8953e2cd2053e528a989
CASE-W008-000070,8,61690982,1225861213,0,0,,True,True,True,False,1225861213,1.0,-1225861213,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,2018037e26c3e5cbe16dcf3243521fe4bb4506e64f41558a95b83d4f309c59d5
CASE-W008-000071,8,62449961,1241759053,0,0,,True,True,True,False,1241759053,1.0,-1241759053,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,5b1f29222d320c67105d9df4eaacda94e1fb9315bd40fa92f2ae514111e89fd4
CASE-W008-000072,8,66067132,1317603647,0,0,,True,True,True,False,1317603647,1.0,-1317603647,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,905c59eb1ee4fcf99e4644f305c84149c375a560bcc91c3e39029bc6d8843e9a
CASE-W008-000073,8,68600278,1370834233,0,0,,True,True,True,False,1370834233,1.0,-1370834233,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,25a6d56d36a6c1265c92e5618e8796a60a65653fbecc96eedcf64b85246477b7
CASE-W008-000074,8,68771458,1374437489,0,0,,True,True,True,False,1374437489,1.0,-1374437489,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,1d377c337d65456ee949e569f6f251459bd407f9af8b4ff81fe58761599a8c8d
CASE-W008-000075,8,69424473,1388192821,0,0,,True,True,True,False,1388192821,1.0,-1388192821,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,86d1c5b699888f6ebec6f68f5538c030b4d04e3b73df84e55c6a95f09ad6c72b
CASE-W008-000076,8,69528048,1390370503,0,0,,True,True,True,False,1390370503,1.0,-1390370503,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,5339ca42799784234398a2af8286ce834b4d5a024e59cdceb2b0fdd13328de18
CASE-W008-000077,8,71251260,1426675681,0,0,,True,True,True,False,1426675681,1.0,-1426675681,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,bb3596f8653d98d8c3051a68433d9cb3224eb0f8635809152f17aad653a86144
CASE-W008-000078,8,75530255,1516990669,0,0,,True,True,True,False,1516990669,1.0,-1516990669,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,66f0399f76e564da55d446ce77e097aff977dfd019347acd13f76ca66ed563e3
CASE-W008-000079,8,75990431,1526719393,0,0,,True,True,True,False,1526719393,1.0,-1526719393,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,11f9a98e593dc39e02a4e4a85819d162a64521a987559a39f9d5f773cd841766
CASE-W008-000080,8,78358486,1576840943,0,0,,True,True,True,False,1576840943,1.0,-1576840943,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,07d56b3e6d098f5b6f5060710cb773915989ecaaca9b9f7fb16b2865aa8ae04a
CASE-W008-000081,8,78591856,1581775879,0,0,,True,True,True,False,1581775879,1.0,-1581775879,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,39dd090ae51e0846fb80d6d3ae7aac00d46fc4e0419eae4075b8357e785ac518
CASE-W008-000082,8,79703547,1605332951,0,0,,True,True,True,False,1605332951,1.0,-1605332951,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,3c2cb388be367f9c416fc4e166e4655b789d4adf1c9afc2de159e81d914ebe7b
CASE-W008-000083,8,80242506,1616764367,0,0,,True,True,True,False,1616764367,1.0,-1616764367,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,162726aec1710bf09d8291721f37e9aa26c40c1ccab89d3bf1fcbd7b03c86a70
CASE-W008-000084,8,80272212,1617393353,0,0,,True,True,True,False,1617393353,1.0,-1617393353,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,8a748e6153170c289349f00776f60e2c32936181b6b6f61b52a8f2c45dd949d5
CASE-W008-000085,8,83379333,1683349541,0,0,,True,True,True,False,1683349541,1.0,-1683349541,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,272b8bfa1d519220dd25263c0f839ed07eeeddfb1a0f189e9da3b56308084211
CASE-W008-000086,8,83457374,1685002967,0,0,,True,True,True,False,1685002967,1.0,-1685002967,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,8e8f1300b6214ad5ef24447475dcd0e203f10793205a6185a9db2ca1214441eb
CASE-W008-000087,8,83571942,1687437013,0,0,,True,True,True,False,1687437013,1.0,-1687437013,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,209b5ed38f36c889c1fdc1f60628b142f852b28d391082300ad8d6b7f72f0cc2
CASE-W008-000088,8,84142458,1699562357,0,0,,True,True,True,False,1699562357,1.0,-1699562357,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,cc7199114f72942aab2c12e2813a4e06b55d5e37e094351bed19de64e6c68476
CASE-W008-000089,8,85454269,1727443351,0,0,,True,True,True,False,1727443351,1.0,-1727443351,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,e44659b7a2151d7fe9e470a6d8050b2fd19b1cafa544813dd37b8cd2a66be0f4
CASE-W008-000090,8,85937065,1737724531,0,0,,True,True,True,False,1737724531,1.0,-1737724531,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,323f31ad83b5e418ee673c446505799b449c9ba0d97819270dc4003a99c5fa14
CASE-W008-000091,8,86026629,1739629921,0,0,,True,True,True,False,1739629921,1.0,-1739629921,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,d8836a65ffeae5dc2def40ff8718c5a07de691aa2a59d93fe08d430cd027e5c9
CASE-W008-000092,8,87220695,1765040653,0,0,,True,True,True,False,1765040653,1.0,-1765040653,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,0a4f3f963918eac03725f0d25ea9f10557ea6e3d1368ee498bfcee753f6efc02
CASE-W008-000093,8,88628057,1795012619,0,0,,True,True,True,False,1795012619,1.0,-1795012619,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,35ca43952ade7a7f77f2dfb41f7048de184e1a90275fd5fb0382f0b1d1e99b20
CASE-W008-000094,8,89732817,1818560761,0,0,,True,True,True,False,1818560761,1.0,-1818560761,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c30453e1c5656e7e0cc1c1fb1d49f8ce6ef6fad6b04862f9be39749c715a9cd6
CASE-W008-000095,8,92402046,1875528097,0,0,,True,True,True,False,1875528097,1.0,-1875528097,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,fdaf007a17131805258364250698b2bb76cdc44e73add7dbc13dd42e4d576c38
CASE-W008-000096,8,93885308,1907211989,0,0,,True,True,True,False,1907211989,1.0,-1907211989,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,a06fcb5bdb457ea6f38027140ac467d683325435aa6600b7aac2dd408085a8df
CASE-W008-000097,8,95704336,1946111429,0,0,,True,True,True,False,1946111429,1.0,-1946111429,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,d5aebf2f1e1fb9b8822bb0375bbdb309a8f290eda010741f3b1c7fbd57c768ae
CASE-W008-000098,8,97303879,1980328699,0,0,,True,True,True,False,1980328699,1.0,-1980328699,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,54fe147beb8f39d6d53893a3b32440c9866b4efd8c1403ba8de898515ae9342b
CASE-W008-000099,8,97697373,1988753147,0,0,,True,True,True,False,1988753147,1.0,-1988753147,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,c9c48ac2a72cd7922579230cc948875a1f53e04ad9533eec4361e16a281d8003
CASE-W008-000100,8,98252876,2000653069,0,0,,True,True,True,False,2000653069,1.0,-2000653069,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,fd6eff19cb04d72c5c2fcd4b5860810694ca250e10e8f387d58badac70ba8ae5
CASE-W016-000001,16,1229250,19305911,0,0,,True,True,True,False,19305911,1.0,-19305911,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,b10b762fd50246a229ce0e2be096ddf2035ec21f1abd716044006fe4e9b25953
CASE-W016-000002,16,1654921,26519147,0,0,,True,True,True,False,26519147,1.0,-26519147,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,48588b0cd5de3016749833291b6933584933d7ae274e660687876521461c4314
CASE-W016-000003,16,2291905,37526443,0,0,,True,True,True,False,37526443,1.0,-37526443,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,f46f21db7c82775fb5258955a62318b6f95489d0cf2409818bbb682b91e4519c
CASE-W016-000004,16,3319862,55671377,0,0,,True,True,True,False,55671377,1.0,-55671377,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,ef89bc09eafba3ddaeed11e94ca0996749db946180d8b142aba4e97efd6d1ede
CASE-W016-000005,16,5791488,100553239,0,0,,True,True,True,False,100553239,1.0,-100553239,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,943449ebf38463762b8321e6f06e6b0ebe00ef9a8eb87c8f5c37c789bd244bfd
CASE-W016-000006,16,7121690,125215723,0,0,,True,True,True,False,125215723,1.0,-125215723,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,667de5aaa3b80e27aa1a60d4537a03cad62ee17207dc9fb8c23ae20d6e128fd7
CASE-W016-000007,16,7254407,127690721,0,0,,True,True,True,False,127690721,1.0,-127690721,False,,933236f6ca4e3f0fa11a61cade0013692d8964946c01de4feff8db829ca287e2,20221469aadbd56128bf3c6ed01e6e6896c56ba900a1762db63858f09f2b2744
